City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
524,Tarauaca,-8.1614,-70.7656,98.83,34,87,2.26,BR,2021-10-08 17:06:11,overcast clouds
525,Ixtapa,20.7,-105.2,88.83,66,20,4.61,MX,2021-10-08 17:06:11,few clouds
526,Khabary,53.6259,79.5345,40.78,85,16,9.33,RU,2021-10-08 17:06:11,few clouds
527,Iquitos,-3.7481,-73.2472,93.24,55,75,3.44,PE,2021-10-08 17:06:12,broken clouds
528,Puerto Escondido,15.85,-97.0667,85.23,64,100,1.95,MX,2021-10-08 17:06:12,overcast clouds
529,Port Hedland,-20.3167,118.5667,69.85,88,0,9.22,AU,2021-10-08 17:06:12,clear sky
530,Comodoro Rivadavia,-45.8667,-67.5,73.26,17,0,20.71,AR,2021-10-08 17:06:13,clear sky
531,Boden,65.8252,21.6886,46.4,98,100,3.47,SE,2021-10-08 17:06:13,overcast clouds
532,Lexington Park,38.2668,-76.4538,79.27,64,20,1.01,US,2021-10-08 17:05:57,few clouds
533,Mogadishu,2.0371,45.3438,78.8,81,16,17.72,SO,2021-10-08 17:06:14,few clouds
